x,y,z,w0,w1,w2,w3
0.01109616901547263,0.009007019197963368,0.0,0.0,0.0,1.0,0.0
4.1896260925632287e-10,0.009007019696498525,0.0,0.0,0.0,1.0,0.0
-0.011096169415575733,0.018014039184383098,0.0,0.0,0.0,1.0,0.0
0.01109616883207216,0.018014039313974294,0.0,0.0,0.0,1.0,0.0
-3.6871155856908857e-10,0.018014039090216934,0.0,0.0,0.0,1.0,0.0
0.02219233935272276,-0.24318953027436466,0.0,0.0,0.0,1.0,0.0
0.12205786715718152,-0.5584352064193717,0.0,0.0,0.0,1.0,0.0
0.16644255288907767,-0.7115545351654218,0.0,0.0,0.0,1.0,0.0
0.22192341813466382,-0.9727580923383823,0.0,0.0,0.0,1.0,0.0
0.2885004640425961,-1.2519756841282565,0.0,0.0,0.0,1.0,0.0
0.34398133993491614,-1.4771511532682073,0.0,0.0,0.0,1.0,0.0
0.4216545617570538,-1.7113336470951146,0.0,0.0,0.0,1.0,0.0
0.47713545264187673,-1.9545231431593513,0.0,0.0,0.0,1.0,0.0
0.5215201788555712,-2.1796986120139232,0.0,0.0,0.0,1.0,0.0
0.5770010802594117,-2.4138810825120602,0.0,0.0,0.0,1.0,0.0
0.6324819952187971,-2.6660776035711238,0.0,0.0,0.0,1.0,0.0
0.6879629119757751,-2.900260079296092,0.0,0.0,0.0,1.0,0.0
0.7545399977710159,-3.125435526708857,0.0,0.0,0.0,1.0,0.0
0.7989247564283509,-3.3596179967529047,0.0,0.0,0.0,1.0,0.0
0.8433095328677491,-3.611814511638012,0.0,0.0,0.0,1.0,0.0
0.8987904890495453,-3.873018043540251,0.0,0.0,0.0,1.0,0.0
0.9542714490439723,-4.134221559274652,0.0,0.0,0.0,1.0,0.0
1.0097524074269077,-4.377411031674435,0.0,0.0,0.0,1.0,0.0
1.0541371966445048,-4.602586467629236,0.0,0.0,0.0,1.0,0.0
1.0874258336201836,-4.845775960937276,0.0,0.0,0.0,1.0,0.0
1.1318106608787024,-5.106979496774605,0.0,0.0,0.0,1.0,0.0
1.1650993112763754,-5.350168975359834,0.0,0.0,0.0,1.0,0.0
1.1983879536222581,-5.575344404657906,0.0,0.0,0.0,1.0,0.0
1.2316766001669,-5.800519817592589,0.0,0.0,0.0,1.0,0.0
1.2649652763723123,-6.052716318517809,0.0,0.0,0.0,1.0,0.0
