x,y,z,w0,w1,w2,w3
0.10032107681035995,0.0,0.0,0.0,0.0,0.0,1.0
0.21001494396477938,0.0,0.0,0.0,0.0,0.0,1.0
0.31993479281663895,0.0,0.0,0.0,0.0,0.0,1.0
0.42023362033069134,0.0,0.0,0.0,0.0,0.0,1.0
0.520988367497921,0.0,0.0,0.0,0.0,0.0,1.0
0.6299172565340996,0.0,0.0,0.0,0.0,0.0,1.0
0.7299331268295646,0.0,0.0,0.0,0.0,0.0,1.0
0.8409471483901143,0.0,0.0,0.0,0.0,0.0,1.0
0.9491794064343714,-0.010757240139797224,0.0,0.0,0.0,-0.10876290520999839,0.9940677192476782
1.054038960469826,-0.04533482992670219,0.0,0.0,0.0,-0.21785427663255397,0.9759813083009872
1.1479199680837524,-0.10146439318497655,0.0,0.0,0.0,-0.3232985275442573,0.9462970263546827
1.227543173339859,-0.17688630926974774,0.0,0.0,0.0,-0.42513043570380327,0.905132096789355
1.2888558593740207,-0.26794608960838245,0.0,0.0,0.0,-0.5219226785970492,0.8529928004186679
1.3287827685949891,-0.37006005678713366,0.0,0.0,0.0,-0.612298780851418,0.790626462349868
1.3455067809487646,-0.4786127843147487,0.0,0.0,0.0,-0.6954305960960665,0.7185932688339557
1.33805411115946,-0.5886061393322326,0.0,0.0,0.0,-0.7704119809689352,0.6375463744540636
1.3075737028190328,-0.6935807661235145,0.0,0.0,0.0,-0.8191957264765782,0.5735140466653901
1.2735319183215286,-0.7876518079958162,0.0,0.0,0.0,-0.8075438261955215,0.5898075692745027
1.2506458969320702,-0.895876925689668,0.0,0.0,0.0,-0.7373461604075148,0.6755150921573074
1.2507292643916883,-1.0048785074358633,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.255847698391605,-1.1054296582119851,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.261445803504934,-1.215403902545332,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.2669963358562553,-1.3244435844782372,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.2720944431815564,-1.4245954196582074,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.277697080305717,-1.5346586949147734,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.2832653180851465,-1.6440461983046517,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.2883504756108803,-1.7439436358995757,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.2934342816296232,-1.8438145232677625,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.2990241745802407,-1.9536274404430385,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3041143915572644,-2.053624270478991,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3092357321139398,-2.1542325202871386,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3143293045402704,-2.2542952678066737,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3198676593614425,-2.363095723314047,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.324951865979262,-2.4629744804131297,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3300394807904345,-2.5629201911475765,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3351429010604017,-2.663176398621928,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3407130743190498,-2.772601924317598,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3458258202476618,-2.8730413334720866,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3509297860444656,-2.973308257769434,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3564720491331486,-3.0821854908216046,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3615604935030523,-3.182147498158702,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3671982053703406,-3.292899813419436,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3727436513775375,-3.4018395746041215,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3783314910507452,-3.511612155339289,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3834652788708093,-3.612464930456897,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3890073739739668,-3.721338863449356,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3941038614794332,-3.8214588774222102,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.3996890461007034,-3.9311792999137363,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.4052906757378343,-4.041222783183098,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.4104294765148861,-4.142174037365568,0.0,0.0,0.0,-0.6888984103350746,0.7248579034802665
1.4129262819563175,-4.251617581222109,0.0,0.0,0.0,-0.7316259614864352,0.6817062802109493
1.394536222242909,-4.358916644064337,0.0,0.0,0.0,-0.8014893285900422,0.5980090769848593
1.3575137177910397,-4.451887656657255,0.0,0.0,0.0,-0.852014225992077,0.5235186326265017
1.3077167292437821,-4.550200792246034,0.0,0.0,0.0,-0.852014225992077,0.5235186326265017
1.2582121760223652,-4.647936578989451,0.0,0.0,0.0,-0.852014225992077,0.5235186326265017
